"outcome","rv0","apply","Z","D"
0,-0.37030894308944,0,0,0
0,0.5659349593496,0,1,0
0,0.93056910569106,0,1,0
0,-0.25901754385964,0,0,0
0,0.1050081300813,0,1,0
0,0.71977235772358,0,1,0
0,0.4870569105691,0,1,0
0,-0.1595294117647,0,0,0
0,-0.897,0,0,0
1,0.7610894308943,0,1,0
0,-0.78427642276422,0,0,0
0,-0.0630081300812999,0,0,0
0,-0.04382352941176,0,0,0
0,0.80576842105264,0,1,0
0,-0.25618245614036,0,0,0
0,-0.72245098039216,0,0,0
0,0.25682352941176,0,1,0
0,0.9010406504065,0,1,0
0,0.22096078431372,0,1,0
1,-0.5231568627451,0,0,0
0,-0.1757843137255,0,0,0
0,-0.0764331210191001,0,0,0
0,-0.143,0,0,0
0,0.81610191082802,0,1,0
0,0.75364705882352,0,1,0
0,-0.67039024390244,0,0,0
0,-0.94056910569106,0,0,0
0,0.50282352941176,0,1,0
0,0.73289171974522,0,1,0
0,-0.7619349593496,0,0,0
0,0.46622764227642,0,1,0
0,0.3430243902439,0,1,0
0,-0.79648780487804,0,0,0
0,-0.55014634146342,0,0,0
0,-0.3539349593496,0,0,0
0,0.98905263157894,0,1,0
0,-0.97559436619718,0,0,0
0,0.792,0,1,0
0,0.33957723577236,0,1,0
0,0.96531929824562,0,1,0
0,-0.99123577235772,0,0,0
0,-0.96032520325204,0,0,0
0,0.99552845528456,0,1,0
0,0.1229268292683,0,1,0
0,-0.54201960784314,0,0,0
0,0.71049681528662,0,1,0
1,0.16777070063694,0,1,0
0,0.46840650406504,0,1,0
0,-0.33831578947368,0,0,0
0,-0.28856910569106,0,0,0
0,0.90157723577236,0,1,0
0,-0.90054901960784,0,0,0
0,-0.39336585365854,0,0,0
0,0.29543949044586,0,1,0
1,0.0890569105691,0,1,0
1,-0.72856910569106,0,0,0
0,-0.04871544715448,0,0,0
0,-0.81341463414634,0,0,0
0,-0.70802807017544,0,0,0
0,-0.14943089430894,0,0,0
0,0.00336585365854007,0,1,0
1,0.96447719298246,0,1,0
0,0.0436470588235199,0,1,0
0,0.45476470588236,0,1,0
0,0.56029411764706,0,1,0
0,0.50735294117648,0,1,0
0,-0.58194117647058,0,0,0
0,-0.95372357723578,0,0,0
0,-0.26098039215686,0,0,0
0,-0.25894117647058,0,0,0
0,0.43334736842106,0,1,0
0,0.49706666666666,0,1,0
0,0.60733333333334,0,1,0
1,-0.93241176470588,0,0,0
0,0.89450406504066,0,1,0
0,-0.34658823529412,0,0,0
0,0.7775298245614,0,1,0
0,-0.76365853658536,0,0,0
0,0.554081300813,0,1,0
0,0.02282352941176,0,1,0
0,-0.81376842105264,0,0,0
1,0.12419607843138,0,1,0
0,-0.36154471544716,0,0,0
1,-0.18756097560976,0,0,0
1,-0.3209756097561,0,0,0
0,-0.98089430894308,0,0,0
0,-0.3099512195122,0,0,0
0,0.31870588235294,0,1,0
0,-0.9497843137255,0,0,0
0,0.73723577235772,0,1,0
0,-0.2097843137255,0,0,0
0,0.43031847133758,0,1,0
0,-0.263918699187,0,0,0
0,-0.78972631578948,0,0,0
0,0.46139215686274,0,1,0
0,-0.18541176470588,0,0,0
0,0.15344561403508,0,1,0
1,-0.51121951219512,0,0,0
0,-0.42180487804878,0,0,0
0,-0.75113821138212,0,0,0
0,-0.36970588235294,0,0,0
0,0.0521951219512201,0,1,0
0,-0.31281300813008,0,0,0
0,0.76345,0,1,0
0,-0.26745098039216,0,0,0
0,0.10003921568628,0,1,0
0,0.7620325203252,0,1,0
0,0.7739512195122,0,1,0
1,-0.34165605095542,0,0,0
0,-0.71119607843138,0,0,0
0,-0.00668292682926003,0,0,0
0,0.50577235772358,0,1,0
1,0.95170731707318,0,1,0
0,-0.66422764227642,0,0,0
0,-0.88686178861788,0,0,0
0,0.76248421052632,0,1,0
0,0.5569918699187,0,1,0
0,-0.6030894308943,0,0,0
0,-0.68580487804878,0,0,0
1,-0.34240650406504,0,0,0
0,0.1979512195122,0,1,0
0,0.2180162601626,0,1,0
1,0.0134959349593399,0,1,0
0,0.3238596491228,0,1,0
0,-0.4989756097561,0,0,0
0,-0.55255284552846,0,0,0
0,-0.16070175438596,0,0,0
0,0.36115447154472,0,1,0
0,0.63243902439024,0,1,0
1,0.934,0,1,0
0,-0.44816842105264,0,0,0
0,0.66729824561404,0,1,0
0,-0.66665040650406,0,0,0
0,-0.87465040650406,0,0,0
0,-0.99666666666666,0,0,0
0,0.29621568627452,0,1,0
0,-0.32394904458598,0,0,0
0,0.76264705882352,0,1,0
0,-0.83082352941176,0,0,0
0,-0.0387642276422801,0,0,0
0,-0.24453658536586,0,0,0
0,0.53430894308944,0,1,0
0,-0.706025,0,0,0
0,-0.47653658536586,0,0,0
0,-0.2175796178344,0,0,0
0,0.6219837398374,0,1,0
1,-0.16392156862746,0,0,0
0,0.4549105691057,0,1,0
0,-0.43222764227642,0,0,0
0,0.244081300813,0,1,0
0,-0.1212,0,0,0
0,0.44881300813008,0,1,0
0,-0.75764227642276,0,0,0
1,-0.97274796747968,0,0,0
0,0.46945098039216,0,1,0
0,-0.42235294117648,0,0,0
1,-0.89943089430894,0,0,0
0,0.81933333333334,0,1,0
0,-0.10772357723578,0,0,0
0,0.69764705882352,0,1,0
0,-0.23217886178862,0,0,0
0,-0.12942675159236,0,0,0
0,-0.3030243902439,0,0,0
0,0.13205853658536,0,1,0
0,0.33970588235294,0,1,0
0,-0.18035294117648,0,0,0
0,-0.4675923566879,0,0,0
0,0.44829411764706,0,1,0
0,-0.1060975609756,0,0,0
1,0.0917647058823601,0,1,0
0,-0.51226016260162,0,0,0
0,0.8047898089172,0,1,0
0,0.71974509803922,0,1,0
0,-0.49349593495934,0,0,0
0,0.1889403508772,0,1,0
0,0.64712195121952,0,1,0
0,0.0488617886178799,0,1,0
0,-0.44764705882352,0,0,0
0,-0.296,0,0,0
0,0.4490243902439,0,1,0
0,0.6879024390244,0,1,0
0,0.97523529411764,0,1,0
0,0.23017886178862,0,1,0
0,0.14156862745098,0,1,0
0,0.1409268292683,0,1,0
0,-0.6394705882353,0,0,0
0,-0.67081300813008,0,0,0
0,0.51541401273886,0,1,0
0,0.08577235772358,0,1,0
0,0.498575,0,1,0
0,-0.43907843137254,0,0,0
0,0.1569430894309,0,1,0
1,0.2499674796748,0,1,0
0,-0.5560975609756,0,0,0
1,-0.0794394904458601,0,0,0
0,0.46750700636942,0,1,0
0,0.0523508771929799,0,1,0
0,-0.49975,0,0,0
0,0.68076470588236,0,1,0
0,-0.54982352941176,0,0,0
0,0.66327450980392,0,1,0
1,0.74350877192982,0,1,0
0,-0.97613725490196,0,0,0
0,0.61,0,1,0
0,-0.9334,0,0,0
0,-0.0967578947368402,0,0,0
0,0.90839024390244,0,1,0
0,-0.5240650406504,0,0,0
0,-0.2693137254902,0,0,0
0,0.3430081300813,0,1,0
1,0.89843137254902,0,1,0
1,0.58960784313726,0,1,0
0,0.39356862745098,0,1,0
0,-0.0154313725490199,0,0,0
0,0.6679837398374,0,1,0
0,-0.62461788617886,0,0,0
1,-0.79127450980392,0,0,0
1,0.68213333333334,0,1,0
0,-0.3978431372549,0,0,0
0,0.56146341463414,0,1,0
0,-0.75910569105692,0,0,0
0,0.2519512195122,0,1,0
0,-0.22125203252032,0,0,0
0,-0.18117647058824,0,0,0
0,-0.4919512195122,0,0,0
0,-0.76016260162602,0,0,0
0,-0.17770731707318,0,0,0
0,-0.28774736842106,0,0,0
0,0.6531649122807,0,1,0
0,0.40886178861788,0,1,0
1,-0.9581974522293,0,0,0
0,0.54988235294118,0,1,0
0,0.78866242038216,0,1,0
0,0.0934959349593399,0,1,0
0,0.94369105691056,0,1,0
0,-0.98341052631578,0,0,0
0,-0.733918699187,0,0,0
0,0.00619108280254004,0,1,0
0,0.34676470588236,0,1,0
0,-0.29247154471544,0,0,0
0,-0.3913725490196,0,0,0
0,-0.521075,0,0,0
0,-0.97376470588236,0,0,0
0,0.11020350877192,0,1,0
1,-0.17167479674796,0,0,0
1,-0.98574509803922,0,0,0
0,-0.44112195121952,0,0,0
0,-0.78821138211382,0,0,0
1,-0.44560975609756,0,0,0
0,0.37228070175438,0,1,0
0,-0.8290243902439,0,0,0
0,0.40305732484076,0,1,0
0,0.4986274509804,0,1,0
1,0.1719298245614,0,1,0
0,0.2074,0,1,0
0,0.6319024390244,0,1,0
1,0.62082926829268,0,1,0
0,0.7732375,0,1,0
0,-0.23146341463414,0,0,0
0,0.2249430894309,0,1,0
0,0.94073170731708,0,1,0
0,-0.42745098039216,0,0,0
0,-0.94959349593496,0,0,0
0,-0.27450406504066,0,0,0
0,-0.36378861788618,0,0,0
0,0.58125203252032,0,1,0
0,-0.19479298245614,0,0,0
1,0.68001960784314,0,1,0
0,-0.5528431372549,0,0,0
0,-0.0572229299363,0,0,0
0,-0.0330392156862799,0,0,0
0,0.25331707317074,0,1,0
0,0.43073170731708,0,1,0
0,-0.74803921568628,0,0,0
0,-0.24211464968152,0,0,0
1,0.0820325203251999,0,1,0
0,0.69169122807018,0,1,0
0,-0.27864615384616,0,0,0
0,-0.3600487804878,0,0,0
0,0.77960975609756,0,1,0
0,0.42404210526316,0,1,0
1,0.9204076433121,0,1,0
0,-0.05056910569106,0,0,0
0,0.97087804878048,0,1,0
1,0.9080975609756,0,1,0
0,-0.0724390243902399,0,0,0
0,0.34994117647058,0,1,0
0,-0.4570569105691,0,0,0
0,0.0121951219512201,0,1,0
0,0.47967479674796,0,1,0
0,-0.94,0,0,0
0,-0.84,0,0,0
0,0.9439349593496,0,1,0
0,0.4549593495935,0,1,0
0,0.0284210526315801,0,1,0
0,0.58829268292682,0,1,0
0,-0.7752,0,0,0
0,-0.71572357723578,0,0,0
0,0.3539674796748,0,1,0
0,-0.16803882352942,0,0,0
0,0.51529411764706,0,1,0
1,0.2463694267516,0,1,0
0,0.95543859649122,0,1,0
1,0.57886178861788,0,1,0
1,0.55623529411764,0,1,0
0,-0.8889756097561,0,0,0
0,0.00938211382113987,0,1,0
0,0.988,0,1,0
0,-0.32113725490196,0,0,0
0,-0.38934959349594,0,0,0
0,-0.00645528455284002,0,0,0
1,0.88388235294118,0,1,0
1,0.63560784313726,0,1,0
0,-0.0536,0,0,0
0,-0.0529105691057001,0,0,0
0,0.34127450980392,0,1,0
0,0.2253725490196,0,1,0
0,-0.99975609756098,0,0,0
0,-0.1165052631579,0,0,0
0,-0.73590196078432,0,0,0
0,-0.52526315789474,0,0,0
0,0.13943137254902,0,1,0
1,-0.0548627450980399,0,0,0
0,0.30199298245614,0,1,0
0,0.55369105691056,0,1,0
0,-0.25162601626016,0,0,0
0,0.75882352941176,0,1,0
0,0.89081300813008,0,1,0
0,0.41284210526316,0,1,0
0,-0.44863157894736,0,0,0
0,-0.34427642276422,0,0,0
0,-0.34186991869918,0,0,0
0,-0.67834394904458,0,0,0
0,-0.22460784313726,0,0,0
0,0.35211382113822,0,1,0
0,0.56079674796748,0,1,0
0,-0.09362601626016,0,0,0
0,0.19000701754386,0,1,0
1,-0.74970588235294,0,0,0
0,0.18910569105692,0,1,0
0,0.80562807017544,0,1,0
0,-0.19188617886178,0,0,0
0,-0.750360625,0,0,0
0,0.3560650406504,0,1,0
0,-0.85731707317074,0,0,0
0,0.63936842105264,0,1,0
1,-0.92364331210192,0,0,0
0,-0.77134959349594,0,0,0
0,0.20135294117648,0,1,0
0,-0.47149593495934,0,0,0
0,0.30357723577236,0,1,0
0,0.16945098039216,0,1,0
0,-0.96658536585366,0,0,0
0,-0.54901960784314,0,0,0
0,0.41842276422764,0,1,0
0,0.49385365853658,0,1,0
0,-0.55404912280702,0,0,0
0,0.3179512195122,0,1,0
0,0.3430894308943,0,1,0
0,-0.05031578947368,0,0,0
0,-0.80219512195122,0,0,0
0,0.900081300813,0,1,0
0,-0.75022764227642,0,0,0
0,-0.7113137254902,0,0,0
1,-0.42378947368422,0,0,0
0,0.93464968152866,0,1,0
1,0.64773983739838,0,1,0
1,0.08528455284552,0,1,0
1,-0.32869918699186,0,0,0
1,0.19278048780488,0,1,0
0,0.5177843137255,0,1,0
0,-0.31143137254902,0,0,0
0,0.99738211382114,0,1,0
0,0.77049824561404,0,1,0
0,-0.07268292682926,0,0,0
0,0.88786991869918,0,1,0
1,0.6339837398374,0,1,0
1,-0.6018947368421,0,0,0
0,0.40357723577236,0,1,0
0,0.44114649681528,0,1,0
0,-0.86993684210526,0,0,0
0,-0.2035294117647,0,0,0
0,0.81388070175438,0,1,0
0,-0.11757723577236,0,0,0
1,-0.70094117647058,0,0,0
0,0.73839024390244,0,1,0
0,0.45273885350318,0,1,0
0,-0.63503184713376,0,0,0
0,0.326175,0,1,0
0,0.31222764227642,0,1,0
1,-0.45333333333334,0,0,0
1,0.59196078431372,0,1,0
1,-0.45333333333334,0,0,0
0,-0.1463725490196,0,0,0
0,-0.62692156862746,0,0,0
1,0.51550877192982,0,1,0
0,-0.43655284552846,0,0,0
0,0.79880701754386,0,1,0
0,0.15617647058824,0,1,0
1,-0.42326829268292,0,0,0
0,0.06675159235668,0,1,0
1,-0.6319349593496,0,0,0
0,0.94655438596492,0,1,0
0,0.30329411764706,0,1,0
0,-0.40223529411764,0,0,0
0,-0.59870877192982,0,0,0
0,-0.05001960784314,0,0,0
1,0.3360325203252,0,1,0
0,-0.57972357723578,0,0,0
1,0.22076422764228,0,1,0
1,0.0130894308942999,0,1,0
0,0.70235294117648,0,1,0
1,0.31978947368422,0,1,0
0,0.0514125,0,1,0
1,0.1333137254902,0,1,0
0,0.98453658536586,0,1,0
0,0.95830894308944,0,1,0
1,0.5870731707317,0,1,0
0,0.8254875,0,1,0
0,-0.44374509803922,0,0,0
0,-0.0542175438596401,0,0,0
0,-0.5920162601626,0,0,0
0,-0.91666666666666,0,0,0
0,0.889918699187,0,1,0
0,0.23025490196078,0,1,0
0,-0.55954901960784,0,0,0
0,0.56750877192982,0,1,0
1,0.7320975609756,0,1,0
1,0.61276422764228,0,1,0
0,0.0101788617886199,0,1,0
1,-0.20983859649122,0,0,0
0,-0.59248780487804,0,0,0
0,0.99411764705882,0,1,0
0,-0.0272156862745,0,0,0
0,0.77772357723578,0,1,0
0,0.9010569105691,0,1,0
0,0.49234146341464,0,1,0
0,-0.50970588235294,0,0,0
0,-0.41724,0,0,0
0,0.9969918699187,0,1,0
0,-0.776425,0,0,0
0,-0.40123529411764,0,0,0
0,-0.24308771929824,0,0,0
0,-0.42396078431372,0,0,0
0,-0.41547967479674,0,0,0
1,-0.53549019607844,0,0,0
0,-0.83056910569106,0,0,0
0,0.00162601626016003,0,1,0
0,0.91754901960784,0,1,0
0,0.49949593495934,0,1,0
0,0.33164227642276,0,1,0
0,0.3021754385965,0,1,0
0,-0.5430894308943,0,0,0
0,0.8160975609756,0,1,0
0,-0.6006862745098,0,0,0
0,0.6869105691057,0,1,0
0,0.12127450980392,0,1,0
0,-0.15611382113822,0,0,0
0,0.02398039215686,0,1,0
1,-0.96536140350878,0,0,0
1,0.6,0,1,0
0,-0.17047154471544,0,0,0
0,0.0642385964912199,0,1,0
0,-0.15335031847134,0,0,0
0,-0.79694267515924,0,0,0
0,0.40543089430894,0,1,0
1,0.3500487804878,0,1,0
0,0.37249019607844,0,1,0
0,0.212081300813,0,1,0
0,-0.71731929824562,0,0,0
1,0.16891228070176,0,1,0
0,-0.48969105691056,0,0,0
1,-0.539875,0,0,0
0,0.90017834394904,0,1,0
0,-0.89428390243902,0,0,0
0,0.12809803921568,0,1,0
0,-0.93872549019608,0,0,0
1,0.63562601626016,0,1,0
1,0.48692156862746,0,1,0
0,0.85871544715448,0,1,0
0,0.1439024390244,0,1,0
0,0.2629430894309,0,1,0
0,0.4793137254902,0,1,0
0,0.45754901960784,0,1,0
0,-0.67053658536586,0,0,0
1,0.0614796747967401,0,1,0
0,0.65211382113822,0,1,0
0,-0.22611764705882,0,0,0
0,0.0897058823529402,0,1,0
1,0.89182352941176,0,1,0
0,-0.3009918699187,0,0,0
0,-0.14901960784314,0,0,0
0,0.33063414634146,0,1,0
1,-0.87043902439024,0,0,0
0,-0.98928455284552,0,0,0
0,-0.15891929824562,0,0,0
0,0.29006369426752,0,1,0
0,-0.97521403508772,0,0,0
0,-0.15966878980892,0,0,0
1,0.05414634146342,0,1,0
0,-0.28692156862746,0,0,0
0,0.93760784313726,0,1,0
0,0.22913821138212,0,1,0
0,0.6009756097561,0,1,0
0,0.40791578947368,0,1,0
0,-0.87558823529412,0,0,0
0,-0.2708431372549,0,0,0
0,-0.0678627450980399,0,0,0
0,0.58850980392156,0,1,0
0,-0.2938245614035,0,0,0
0,-0.4203137254902,0,0,0
0,-0.4785294117647,0,0,0
0,0.15019512195122,0,1,0
0,0.37326829268292,0,1,0
0,-0.52270063694268,0,0,0
0,-0.864266875,0,0,0
0,-0.74728455284552,0,0,0
0,-0.25048421052632,0,0,0
0,-0.72089430894308,0,0,0
0,-0.38137579617834,0,0,0
1,0.94700636942676,0,1,0
1,-0.1959298245614,0,0,0
0,-0.92429411764706,0,0,0
0,0.3236875,0,1,0
0,-0.16035772357724,0,0,0
0,-0.42249019607844,0,0,0
0,0.13188617886178,0,1,0
1,-0.18973983739838,0,0,0
1,-0.82060162601626,0,0,0
0,-0.22715447154472,0,0,0
1,-0.97917073170732,0,0,0
0,-0.75235087719298,0,0,0
0,-0.22286274509804,0,0,0
0,0.68049019607844,0,1,0
0,0.30160975609756,0,1,0
0,0.8125294117647,0,1,0
0,0.10221754385964,0,1,0
0,0.10509803921568,0,1,0
1,-0.94419649122808,0,0,0
0,0.26817886178862,0,1,0
0,-0.5136274509804,0,0,0
1,0.81724912280702,0,1,0
1,0.11786991869918,0,1,0
0,0.64419512195122,0,1,0
1,-0.24211382113822,0,0,0
1,-0.0732771929824601,0,0,0
0,-0.22128455284552,0,0,0
0,0.28605882352942,0,1,0
0,0.37071544715448,0,1,0
1,0.68270877192982,0,1,0
0,-0.29362601626016,0,0,0
0,0.41127450980392,0,1,0
0,0.23315087719298,0,1,0
0,0.95849019607844,0,1,0
0,-0.90073170731708,0,0,0
0,-0.38177235772358,0,0,0
0,0.57592156862746,0,1,0
0,0.3709593495935,0,1,0
0,0.49617886178862,0,1,0
0,0.3414705882353,0,1,0
1,-0.796081300813,0,0,0
0,0.0332357723577199,0,1,0
1,0.97830175438596,0,1,0
0,-0.5615796178344,0,0,0
1,-0.90508,0,0,0
0,0.69478048780488,0,1,0
0,0.23780487804878,0,1,0
1,0.0868771929824601,0,1,0
0,-0.25842276422764,0,0,0
0,-0.35635772357724,0,0,0
0,-0.5206274509804,0,0,0
0,-0.32534959349594,0,0,0
0,0.13562601626016,0,1,0
0,0.95621568627452,0,1,0
0,0.68001960784314,0,1,0
0,-0.55759349593496,0,0,0
0,-0.41373983739838,0,0,0
0,0.89523529411764,0,1,0
1,0.65035772357724,0,1,0
0,0.07728455284552,0,1,0
1,-0.39386274509804,0,0,0
0,0.52955414012738,0,1,0
0,-0.0828535031847201,0,0,0
0,0.76653658536586,0,1,0
0,-0.78750980392156,0,0,0
0,0.85350175438596,0,1,0
0,-0.94138211382114,0,0,0
0,-0.9280487804878,0,0,0
0,0.54058823529412,0,1,0
0,-0.0831382113821201,0,0,0
1,0.0199019607843202,0,1,0
1,-0.93271544715448,0,0,0
1,-0.70017886178862,0,0,0
0,0.68107843137254,0,1,0
0,0.13686422764228,0,1,0
0,-0.0254901960784398,0,0,0
0,-0.86321951219512,0,0,0
0,0.14756097560976,0,1,0
0,0.15729122807018,0,1,0
0,-0.37859649122808,0,0,0
0,-0.90054901960784,0,0,0
0,0.56224390243902,0,1,0
0,-0.82658536585366,0,0,0
0,-0.9809268292683,0,0,0
1,-0.4839837398374,0,0,0
0,0.14147967479674,0,1,0
1,0.85660162601626,0,1,0
0,0.31934959349594,0,1,0
0,-0.22115087719298,0,0,0
1,-0.79646315789474,0,0,0
1,-0.83344715447154,0,0,0
0,0.15120325203252,0,1,0
0,-0.90492631578948,0,0,0
0,-0.0708025477707,0,0,0
0,0.35252032520326,0,1,0
0,-0.35558823529412,0,0,0
0,-0.0287017543859602,0,0,0
0,0.0851929824561401,0,1,0
0,0.04855,0,1,0
0,-0.33755789473684,0,0,0
0,-0.95536842105264,0,0,0
0,0.80934959349594,0,1,0
0,-0.36842105263158,0,0,0
0,-0.25268292682926,0,0,0
1,-0.52519607843138,0,0,0
0,0.40943089430894,0,1,0
1,0.2487898089172,0,1,0
0,-0.17847133757962,0,0,0
0,-0.44246549019608,0,0,0
0,0.2830894308943,0,1,0
0,0.80526829268292,0,1,0
0,0.90456140350878,0,1,0
1,-0.6349268292683,0,0,0
1,-0.5538205882353,0,0,0
1,0.34774227642276,0,1,0
0,-0.192875,0,0,0
0,0.84990196078432,0,1,0
0,-0.45686274509804,0,0,0
0,0.4078431372549,0,1,0
0,0.3344203821656,0,1,0
1,-0.880081300813,0,0,0
0,0.20028070175438,0,1,0
0,-0.12252032520326,0,0,0
0,0.31372549019608,0,1,0
0,-0.4257843137255,0,0,0
0,-0.49296078431372,0,0,0
0,0.10590243902438,0,1,0
0,0.10590196078432,0,1,0
0,0.33447154471544,0,1,0
0,0.82239024390244,0,1,0
1,-0.39977235772358,0,0,0
0,-0.75382113821138,0,0,0
0,0.95501754385964,0,1,0
0,-0.6004331210191,0,0,0
0,0.19541401273886,0,1,0
0,0.2179674796748,0,1,0
0,-0.18509554140128,0,0,0
0,-0.8883725490196,0,0,0
0,0.17481300813008,0,1,0
0,0.62370588235294,0,1,0
0,0.16823529411764,0,1,0
0,-0.26586274509804,0,0,0
0,0.49450406504066,0,1,0
0,0.46626016260162,0,1,0
0,-0.8837843137255,0,0,0
0,-0.71782113821138,0,0,0
0,-0.1500650406504,0,0,0
0,-0.3717,0,0,0
0,0.9613725490196,0,1,0
0,-0.57373983739838,0,0,0
0,0.79486178861788,0,1,0
0,0.33821138211382,0,1,0
0,-0.66839024390244,0,0,0
0,-0.46592280701754,0,0,0
0,-0.16960784313726,0,0,0
0,-0.26172357723578,0,0,0
1,0.58305732484076,0,1,0
0,0.73227642276422,0,1,0
0,-0.75613008130082,0,0,0
0,0.26778861788618,0,1,0
0,0.37572357723578,0,1,0
0,0.3330081300813,0,1,0
0,-0.66019607843138,0,0,0
0,0.28276422764228,0,1,0
0,-0.2701052631579,0,0,0
1,-0.11939649122808,0,0,0
1,-0.65647719298246,0,0,0
1,0.60509803921568,0,1,0
0,0.44747967479674,0,1,0
0,0.3249105691057,0,1,0
0,-0.74843137254902,0,0,0
0,-0.76535294117648,0,0,0
0,0.0142352941176399,0,1,0
0,0.24196078431372,0,1,0
1,-0.76382352941176,0,0,0
0,0.72224561403508,0,1,0
0,0.93792156862746,0,1,0
0,0.24856862745098,0,1,0
0,0.0323252032520399,0,1,0
0,-0.65930081300814,0,0,0
0,-0.83915789473684,0,0,0
1,0.87035294117648,0,1,0
0,0.00650406504066013,0,1,0
1,-0.25633684210526,0,0,0
0,-0.3479837398374,0,0,0
0,-0.40933333333334,0,0,0
1,0.77861788617886,0,1,0
0,-0.45331707317074,0,0,0
1,0.30884076433122,0,1,0
1,0.61546666666666,0,1,0
0,-0.6998431372549,0,0,0
0,0.36315789473684,0,1,0
0,0.64849122807018,0,1,0
0,-0.9932156862745,0,0,0
1,0.40733333333334,0,1,0
0,0.4821754385965,0,1,0
0,-0.43219512195122,0,0,0
1,0.7691374509804,0,1,0
0,-0.2190569105691,0,0,0
0,0.54224561403508,0,1,0
0,0.87388617886178,0,1,0
0,-0.37298245614036,0,0,0
0,-0.8579649122807,0,0,0
0,-0.93550877192982,0,0,0
0,0.16913821138212,0,1,0
0,0.61235294117648,0,1,0
0,0.62766315789474,0,1,0
0,-0.27666666666666,0,0,0
0,0.97445528455284,0,1,0
0,-0.33127450980392,0,0,0
0,-0.65139649122808,0,0,0
0,-0.14551219512196,0,0,0
1,-0.77095541401274,0,0,0
0,0.0545528455284599,0,1,0
0,0.5309430894309,0,1,0
0,-0.21103157894736,0,0,0
0,0.15827642276422,0,1,0
1,0.75441176470588,0,1,0
0,0.11950980392156,0,1,0
0,-0.27734959349594,0,0,0
0,0.18139215686274,0,1,0
0,-0.69138211382114,0,0,0
0,-0.42909295774648,0,0,0
0,0.76382352941176,0,1,0
0,-0.0528455284552801,0,0,0
1,0.0333333333333401,0,1,0
0,-0.33957894736842,0,0,0
0,0.72512195121952,0,1,0
0,-0.28738211382114,0,0,0
0,-0.33413008130082,0,0,0
0,0.2375,0,1,0
0,-0.04231578947368,0,0,0
0,-0.46121951219512,0,0,0
0,-0.1135294117647,0,0,0
0,-0.94150980392156,0,0,0
0,-0.67911764705882,0,0,0
0,-0.43823529411764,0,0,0
1,-0.98536585365854,0,0,0
1,-0.17622764227642,0,0,0
0,0.84270063694268,0,1,0
0,0.33960784313726,0,1,0
0,0.38166666666666,0,1,0
1,0.64894117647058,0,1,0
0,-0.8449756097561,0,0,0
1,-0.44951219512196,0,0,0
0,0.55554471544716,0,1,0
0,-0.43388235294118,0,0,0
0,-0.9186274509804,0,0,0
0,0.36138211382114,0,1,0
0,-0.81547967479674,0,0,0
0,0.44631847133758,0,1,0
0,-0.24586991869918,0,0,0
0,0.64458823529412,0,1,0
0,-0.82498245614036,0,0,0
0,-0.4570569105691,0,0,0
0,-0.33112195121952,0,0,0
0,0.69487804878048,0,1,0
1,0.65859872611464,0,1,0
0,-0.786,0,0,0
0,-0.51364959349594,0,0,0
0,-0.3819512195122,0,0,0
0,0.38054084507042,0,1,0
1,0.78474509803922,0,1,0
1,0.0886274509804,0,1,0
1,0.22261788617886,0,1,0
0,0.0139024390244002,0,1,0
0,-0.0534634146341399,0,0,0
0,-0.98355087719298,0,0,0
1,0.47456647058824,0,1,0
1,0.62882352941176,0,1,0
0,-0.0975490196078401,0,0,0
0,-0.66234146341464,0,0,0
0,0.89912195121952,0,1,0
0,0.36225490196078,0,1,0
1,-0.552,0,0,0
0,0.000333333333340124,0,1,0
0,-0.94762601626016,0,0,0
0,-0.28519607843138,0,0,0
0,-0.0230118309859201,0,0,0
0,-0.53686178861788,0,0,0
0,0.13159349593496,0,1,0
1,0.1,0,1,0
0,0.77139837398374,0,1,0
0,0.3636875,0,1,0
0,-0.6307843137255,0,0,0
0,-0.76147967479674,0,0,0
0,0.36170731707318,0,1,0
0,0.59385365853658,0,1,0
0,0.2133137254902,0,1,0
0,0.95627642276422,0,1,0
0,0.47256050955414,0,1,0
0,0.16517073170732,0,1,0
0,0.17538853503184,0,1,0
0,0.60117647058824,0,1,0
0,0.80035772357724,0,1,0
0,-0.40379617834394,0,0,0
0,-0.89813725490196,0,0,0
0,0.83252032520326,0,1,0
0,-0.5259349593496,0,0,0
0,0.50790196078432,0,1,0
0,-0.80770588235294,0,0,0
0,-0.398081300813,0,0,0
0,0.6531649122807,0,1,0
0,-0.3970947368421,0,0,0
0,0.23556097560976,0,1,0
0,-0.00110569105692011,0,0,0
0,-0.7914705882353,0,0,0
1,0.49415796178344,0,1,0
0,0.0572631578947399,0,1,0
0,0.33045528455284,0,1,0
0,-0.43227450980392,0,0,0
0,-0.85313725490196,0,0,0
0,0.62375609756098,0,1,0
0,0.8882245614035,0,1,0
0,0.1173137254902,0,1,0
0,-0.85676470588236,0,0,0
0,-0.4959349593496,0,0,0
0,-0.69487804878048,0,0,0
0,-0.39213725490196,0,0,0
0,0.0173495934959399,0,1,0
1,0.43624390243902,0,1,0
0,-0.80156862745098,0,0,0
0,-0.560081300813,0,0,0
0,0.11635294117648,0,1,0
0,0.0969268292682998,0,1,0
0,0.8201403508772,0,1,0
1,-0.5469052631579,0,0,0
0,-0.82175609756098,0,0,0
0,-0.57956097560976,0,0,0
0,0.77373983739838,0,1,0
0,-0.65929824561404,0,0,0
0,-0.08973983739838,0,0,0
