transport_index_andrsn,occupation_index_andrsn,firms_index_andrsn,consumption_index_andrsn,agriculture_index_andrsn,r2012,t,left,right,mainsample
-.68574971,1.423298,-.29550767,-1.2529261,-.42971992,1,0,-8,0,1
1.3638802,.96507138,-.44735283,-1.1142149,.51745826,1,0,-1,0,1
.44870123,1.0214685,-1.3097274,-.4775089,1.4964763,1,0,-1,0,1
.2294292,1.8005363,-1.1301328,-.62614566,.49808046,1,1,0,45,1
-.68574971,-.20686144,-.36850739,-1.9442046,-.25013453,1,0,-79,0,1
-.68574971,1.7193835,-.73073208,-1.61194,-.34269667,1,1,0,3,1
-.68574971,.6168803,-1.1301328,-1.6664832,.27926546,1,1,0,77,1
.44870123,1.4642836,-1.5295335,-1.5357283,.45459881,1,0,-48,0,1
-.68574971,1.6469223,-.97828776,-1.4660081,.22794993,1,0,-59,0,1
-.68574971,1.8441314,-1.5295335,-1.2432685,-.46990135,1,0,-51,0,1
.2294292,-1.4560798,-1.3097274,-1.4455777,.44546887,0,0,-80,0,1
-.68574971,1.2257363,-1.3097274,-1.7827649,-.48384911,1,0,-12,0,1
.2294292,1.610534,-.84675348,-1.0878576,.81762475,1,0,-6,0,1
.2294292,.35678786,-1.5295335,.67558831,.62128389,1,1,0,67,1
-.68574971,1.262723,-1.3097274,-1.4278346,.65153193,1,0,-83,0,1
-.68574971,1.9165719,-.36850739,-.85490721,-.70142132,1,0,-68,0,1
-.68574971,1.4614974,-.10425569,-1.0451645,.46450913,0,0,-64,0,1
-.68574971,1.6418372,-.53306276,-1.4964465,1.2239296,0,1,0,64,1
.2294292,.76768112,-.84675348,-.8327865,1.1170362,1,0,-50,0,1
-.68574971,-1.1200225,-1.5295335,-1.3166202,.52251589,0,0,-80,0,1
-.68574971,1.873659,-1.8129127,.18383723,1.3089682,1,0,-68,0,1
1.813718,.73162425,-.84675348,-1.9091541,.9049558,1,1,0,42,1
-.68574971,1.6441694,-.97828776,-1.0681819,.52088481,0,0,-8,0,1
-.68574971,1.3148863,-1.3097274,-.75830162,1.2342825,0,0,-22,0,1
-.68574971,-.67743099,-.6269474,-1.6216969,1.2755202,1,0,-22,0,1
-.68574971,-1.5550338,-1.5295335,-1.6575775,1.438923,1,0,-31,0,1
-.68574971,-1.1715131,-1.8129127,-1.9712204,-.81150138,1,0,-8,0,1
-.68574971,.35304308,-.84675348,-1.6318501,.40438721,1,0,-3,0,1
-.68574971,-.2192689,-.36850739,-1.0969871,.48278657,1,0,-45,0,1
-.68574971,1.1274811,-.97828776,-1.3817258,.66398406,1,1,0,72,1
-.68574971,1.0136487,-1.1301328,-1.4316075,2.8868773,1,0,-50,0,1
.2294292,.45112944,-.73073208,-1.41575,1.4199984,1,1,0,47,1
.2294292,1.1954744,-.97828776,-1.2221581,1.4830054,1,0,-31,0,1
1.3638802,1.5614942,-.047952123,.98946899,.006557107,1,1,0,11,1
.2294292,-1.2245259,1.4811103,.26381505,-.37568769,0,1,0,0,1
.2294292,.84437382,.60707837,-.23918773,-.12379421,1,1,0,14,1
.2294292,1.6471304,.68808627,-.00067688804,-.80711138,0,1,0,52,1
.2294292,.56754017,-.36850739,.63976467,-.20565669,1,1,0,52,1
-.68574971,.3029404,.31427255,.18218371,-.02219582,1,1,0,25,1
2.7288966,1.0377939,.19350407,.44254109,-.13462524,1,1,0,41,1
1.3638802,1.2075791,.055832535,.66642946,.12251741,0,0,-14,0,1
.2294292,-.59383106,.42183858,.54531336,.28655958,0,0,-6,0,1
.2294292,.12245946,.83249718,.57594115,.11200713,1,1,0,43,1
-.68574971,.82760334,-.16397354,-.15940872,-.19138479,0,0,-5,0,1
2.9648309,-.21761017,.31427255,-.30941626,-.5647893,0,0,-53,0,1
.2294292,.90798652,1.087487,-.079886474,.62116176,1,1,0,77,1
-.68574971,.44853985,.876284,.44365284,-.095686905,0,1,0,13,1
.2294292,1.4999311,.14971721,.01555594,.58768731,0,1,0,8,1
-.68574971,-.64842808,-.36850739,.22687188,.94884956,0,0,-73,0,1
.2294292,1.4037889,1.2756847,.53490144,.097975537,1,1,0,41,1
.2294292,-.36798742,.38727227,2.8457024,.24353962,0,0,-63,0,1
-.68574971,.56646615,.35144857,2.3151901,.12408668,1,1,0,75,1
.2294292,1.448428,-.047952123,-.51483971,.11643967,1,1,0,58,1
-.68574971,1.4095129,.35144857,.037126034,.31024188,1,1,0,1,1
-.68574971,1.7092686,-.44735283,-.93728524,.34379131,0,1,0,79,1
-.68574971,1.3122663,-.22754674,-.048087612,.68352187,0,0,-56,0,1
-.68574971,1.7270528,-.53306276,.36955723,.84811282,0,0,-83,0,1
-.68574971,1.109769,.19350407,.90896565,.2740978,1,1,0,6,1
-.68574971,-1.2009112,1.070052,-.39723027,-.22714564,0,0,-2,0,1
.2294292,1.8536991,-.16397354,-.91115266,.92238849,1,1,0,48,1
.2294292,1.4275862,.0053063412,-.15403034,.95312178,0,0,-8,0,1
.2294292,.76944381,-.53306276,-.33065975,.8354435,1,1,0,5,1
.67926675,1.1610515,-.16397354,3.0088279,1.2354356,0,0,-56,0,1
.2294292,-.76681167,-.10425569,2.0443385,1.1500719,0,0,-5,0,1
-.68574971,1.0711927,.5188064,.53897321,.49346524,0,0,-16,0,1
.2294292,.81736958,-.44735283,.38087469,.12848909,1,1,0,43,1
-.68574971,1.0007895,-.44735283,1.5629066,1.450914,1,0,-73,0,1
-.68574971,1.9101989,-.047952123,2.3330135,.32438865,0,0,-4,0,1
-.68574971,-.79232132,-1.3097274,-1.2543217,-1.7029607,0,0,-65,0,1
.44870123,1.0041289,-.36850739,.48478681,.26001579,0,1,0,78,1
-.68574971,1.9520215,-.22754674,-1.1435382,-1.3129402,0,0,-61,0,1
1.131076,1.3972687,.27563861,.66980159,.52297175,1,1,0,3,1
-.68574971,.80769265,1.4811103,.22352837,.17657912,1,1,0,49,1
.2294292,.55619198,.103893,-.35141686,.12694716,1,1,0,83,1
.2294292,.35943332,.7629357,-.57410502,.0096291183,1,1,0,30,1
2.2655272,.43912229,1.3578192,.11245194,-.094962798,0,1,0,18,1
1.131076,-.61357105,-.29550767,1.0152243,-.60995692,1,1,0,51,1
-.68574971,-.69712043,.19350407,-.24671108,-1.0598799,0,0,-52,0,1
-.68574971,-.019561168,-.047952123,-1.193086,-.65999752,0,0,-67,0,1
.44870123,1.4486619,-.22754674,-.24970073,-1.3566656,0,1,0,11,1
-.68574971,1.837743,-.16397354,-.98668438,-1.2095158,0,0,-53,0,1
-.68574971,-.15833986,.0053063412,-.23990825,-.22390553,1,1,0,77,1
-.68574971,-.92423326,-.6269474,-.27781644,-.10531498,1,1,0,83,1
.2294292,-.16487633,1.6509999,-1.8303632,-3.3279431,1,1,0,21,1
1.8168479,-.57151204,.66181684,.45660153,.18008445,1,1,0,62,1
3.866478,.063137792,1.1703124,.72037774,.58823699,0,0,-53,0,1
1.83038,-.078275941,.5188064,1.2842979,.53317624,0,1,0,15,1
.2294292,1.1664896,.7629357,.72495627,-.052258778,1,1,0,46,1
-.68574971,-.41441795,1.3578192,.28752649,1.1432931,1,1,0,83,1
.2294292,-.60834402,1.2756847,.32865459,.74293286,1,1,0,70,1
-.68574971,1.7123942,-.047952123,.36812988,.32228583,0,0,-49,0,1
.2294292,1.0849153,-.22754674,.55408788,.32278681,0,0,-10,0,1
1.813718,1.1978478,.91820711,1.8212365,.31874919,1,0,-45,0,1
2.9648309,-.61630481,.97792494,-.16424097,-.75803393,0,0,-68,0,1
2.0496521,.033942863,.5188064,-.24915838,-.001885713,1,1,0,45,1
.91520107,-.69941723,.27563861,.98730528,-.17900954,0,0,-22,0,1
.2294292,.38761348,.73861247,.32974547,-.51718652,0,0,-22,0,1
.2294292,.28447068,-.53306276,-.29642981,.97287595,0,0,-82,0,1
1.83038,.54118305,-.6269474,.26802176,.32026419,0,0,-11,0,1
-.68574971,-.7941438,-.36850739,.89224648,.45515373,0,0,-51,0,1
-.68574971,-.5122208,.38727227,1.4710209,.96194339,0,1,0,75,1
-.68574971,-.83004427,1.9513007,.84086269,-.56776232,1,1,0,72,1
.2294292,.37770891,.0053063412,-.22576374,1.284444,1,1,0,83,1
.2294292,.21009971,.14971721,2.0987954,.83945835,0,0,-5,0,1
-.68574971,-.54743493,1.4694526,.50790054,-.14852403,0,1,0,38,1
.67926675,.82697994,.35144857,.80347407,-.10306992,0,1,0,51,1
-.68574971,.45062491,.68808627,1.5016366,-.55986094,0,0,-77,0,1
-.68574971,.14788808,.91820711,1.2665864,.87847292,0,0,-80,0,1
1.3638802,1.5771226,.38727227,.15000293,-.53602529,0,0,-75,0,1
.2294292,-.87100452,.27563861,.8444742,.024407597,0,0,-20,0,1
-.68574971,-.52553934,.31427255,.51585454,-.67704493,1,1,0,56,1
.67926675,.11954798,1.2015864,-.2919932,.66318947,0,1,0,60,1
1.5944458,.090915471,1.1380131,.42900124,.24579491,1,1,0,11,1
.2294292,.81720072,-.44735283,-.18100743,.097278528,0,0,-39,0,1
3.866478,.4733344,.93851787,.31187326,.41974089,0,0,-69,0,1
-.68574971,1.0762067,1.5482984,.67451745,.42951402,0,0,-80,0,1
.2294292,.9571445,.80985153,.1515602,1.0615554,0,0,-3,0,1
-.68574971,-1.6150985,-.22754674,-.1743165,-.02657707,0,0,-62,0,1
-.68574971,.87951976,.45523322,-.10173415,1.1019008,0,0,-55,0,1
.2294292,.79345226,-.10425569,-.16392015,1.6622163,0,1,0,57,1
1.3638802,.8267017,-.36850739,.93714148,.36630601,1,1,0,36,1
.2294292,.50449455,1.4457157,1.4031985,.22483778,0,0,-7,0,1
-.68574971,.7951178,-.73073208,1.5874504,1.37387,1,1,0,4,1
1.813718,.5509643,.73861247,.58139652,1.0877707,0,1,0,4,1
.2294292,-.16348037,.60707837,.68266129,1.1716508,0,0,-65,0,1
1.131076,.2386224,-1.3097274,1.2496938,.44270033,0,0,-4,0,1
.2294292,.62451947,.4875325,.1324828,.19303095,0,0,-39,0,1
-.68574971,1.4162487,1.087487,-.0093462411,.40413773,0,0,-75,0,1
-.68574971,-.069312192,-.6269474,1.7105802,.67314094,0,0,-2,0,1
-.68574971,1.6750197,.7629357,.25709224,.32218787,0,0,-79,0,1
.2294292,.0099978354,1.8289679,.44115177,1.4106692,0,0,-3,0,1
.2294292,.91926908,-.36850739,-.6632278,.84516937,0,0,-7,0,1
-.68574971,-.36761791,-.44735283,-.6803326,-1.1888089,0,0,-75,0,1
1.3638802,1.689718,1.0523032,-.11678101,.47332811,1,1,0,21,1
1.3638802,1.4665155,.45523322,.75107878,.52374923,0,0,-63,0,1
.2294292,1.316522,1.0158159,.9654597,.63974112,0,0,-64,0,1
.2294292,1.2541068,1.1214575,.4798198,.34793836,0,0,-82,0,1
-.68574971,1.3205748,.45523322,.1821389,.87620509,0,0,-60,0,1
-.68574971,1.1300329,.78667295,.55756444,.11241145,1,1,0,17,1
5.2314949,-.79917872,.83249718,-.18726645,-.91528475,0,0,-64,0,1
3.4146688,.051317476,1.670315,.049691726,-.92315835,1,1,0,53,1
.2294292,1.7388551,.78667295,.14309524,.86200076,0,0,-46,0,1
-.68574971,.56701237,.14971721,.40768325,.894921,0,0,-77,0,1
-.68574971,1.1326666,1.2168589,1.5571728,.59394509,0,0,-74,0,1
-.68574971,.52390742,.60707837,.31431955,-.14902404,1,1,0,80,1
.2294292,.81917441,.23542714,1.089182,.85916066,1,1,0,33,1
.44870123,.038076468,.14971721,.32371196,.13176772,1,1,0,45,1
.2294292,1.2637634,.35144857,.55541623,.892115,0,0,-49,0,1
.2294292,-.27163768,.60707837,.20539957,-.37533921,0,0,-68,0,1
2.7288966,-1.1259615,2.1463518,.51899058,-.94261432,1,1,0,20,1
.2294292,1.3077925,-.16397354,.77315283,.31191385,0,0,-81,0,1
1.3638802,.57073188,-.29550767,.79235291,.41245943,0,1,0,52,1
.2294292,1.0321645,.31427255,.91324407,1.8435202,1,1,0,25,1
-.68574971,-1.617223,.876284,.89880461,.19609594,0,0,-3,0,1
.2294292,.016471298,,1.5042322,.68501478,0,1,0,47,1
-.68574971,1.7393237,.055832535,-.19004144,1.1481712,1,1,0,77,1
.2294292,.25238135,-.84675348,1.2712214,.40666094,0,0,-37,0,1
.91520107,-1.1228493,-1.8129127,-.16160387,.6689021,1,1,0,54,1
-.68574971,-1.5793079,-1.8129127,.18617599,.48741955,0,0,-77,0,1
2.7320268,.64270073,-.6269474,.59521788,.96590775,0,0,-71,0,1
.2294292,.47864598,.83249718,.4317553,1.3254178,0,0,-42,0,1
.2294292,.082788363,1.7350832,-.011328129,.69435173,0,0,-20,0,1
-.68574971,1.2108731,.27563861,.51064628,.38969317,0,0,-60,0,1
-.68574971,.32850346,.0053063412,-.30316359,.18551849,0,0,-39,0,1
-.68574971,1.9405686,.0053063412,-.088113815,1.5346149,1,1,0,48,1
.44870123,1.8387368,-.29550767,1.2221786,1.2618619,0,0,-26,0,1
1.5944458,1.6263279,1.9513007,-.31708473,1.3186883,0,1,0,76,1
.2294292,.6043241,.71367323,.70721233,1.6303514,0,0,-63,0,1
.2294292,1.8677452,-.047952123,.45820269,1.318471,0,1,0,64,1
.2294292,1.3383235,-.047952123,.72806633,1.4334376,0,1,0,62,1
.2294292,-.19540852,.19350407,-.88691562,1.2494313,0,0,-50,0,1
.44870123,1.6172904,-.36850739,-1.211928,.9627738,0,1,0,67,1
.2294292,1.6514703,-.29550767,-.165666,1.1514401,0,1,0,8,1
-.68574971,-.1189838,-.22754674,.3901509,.47941133,0,0,-9,0,1
.44870123,.95456606,.055832535,-1.2456737,1.5328161,0,1,0,48,1
.2294292,-.089191616,.0053063412,.58898777,1.0163115,0,0,-34,0,1
-.68574971,.26218271,.055832535,.93470007,.9061625,0,0,-29,0,1
.2294292,.19061765,-.36850739,.68618649,1.5011517,0,1,0,48,1
.2294292,.41420618,.38727227,.26705706,1.1006938,0,1,0,48,1
-.68574971,-.97946161,-.22754674,-.3432138,.44165766,0,0,-82,0,1
.44870123,.9739219,-.047952123,.70452309,.021857159,0,0,-75,0,1
-.68574971,1.8984644,-.84675348,.3315644,.048479035,0,0,-76,0,1
.2294292,-.59193635,-.10425569,.51179957,-.38267896,0,0,-42,0,1
-.68574971,1.0214685,-.53306276,-.38417503,-.54640305,0,0,-64,0,1
.2294292,-.49680221,-.29550767,.45126718,.26407164,0,0,-27,0,1
-.68574971,-.58500862,.71367323,.40790012,.43368679,0,1,0,66,1
-.68574971,.94235259,-.6269474,.40183774,.23487523,0,0,-35,0,1
-.68574971,-1.3682616,.42183858,-.24583282,-.12157938,0,0,-68,0,1
-.68574971,.15859199,-.53306276,-.24560666,.62726045,0,0,-71,0,1
-.68574971,.99145067,-1.1301328,.32332873,1.1350524,0,0,-75,0,1
.44870123,.21618226,.45523322,-1.1386734,.99415213,0,0,-76,0,1
-.68574971,1.9520215,-.73073208,-1.854046,.86891127,0,0,-9,0,1
-.68574971,1.5273398,-.97828776,-1.862239,.53206944,0,0,-77,0,1
-.68574971,.69822371,-.53306276,-.01686535,.88122118,0,0,-21,0,1
-.68574971,1.1377876,-.53306276,.67024231,1.3645914,0,0,-50,0,1
-.68574971,1.6818608,-1.8129127,-1.9300566,-1.2165177,0,0,-1,0,1
-.68574971,1.3923881,-.22754674,-1.7710129,1.170791,0,1,0,77,1
-.68574971,1.0271082,-.84675348,-.76464909,1.5814937,0,1,0,44,1
-.68574971,-.49962783,-.36850739,-.82034945,1.3152126,0,1,0,63,1
.44870123,1.6161828,.66181684,.48101759,1.4666016,0,0,-61,0,1
.44870123,.91165167,-.29550767,-.082521483,1.0326701,0,0,-35,0,1
-.68574971,.87729824,-.97828776,-.92003447,1.3317339,0,0,-7,0,1
-.68574971,1.0697196,-.6269474,-1.5161436,.47748518,0,0,-7,0,1
1.813718,.57058191,-.53306276,.10942754,1.6860143,0,0,-77,0,1
.2294292,1.6861494,.38727227,-.46338552,1.1493276,0,0,-34,0,1
.2294292,1.1616887,.80985153,1.2472208,1.3316859,0,0,-39,0,1
1.813718,.090915471,.7629357,-.96245587,1.1809626,0,0,-37,0,1
-.68574971,1.0441649,-.6269474,-1.693127,1.1951029,0,0,-8,0,1
-.68574971,-.57376528,-.047952123,-.13218077,.58637035,0,0,-80,0,1
.2294292,-.21534242,-.047952123,-.29993773,.97472143,0,0,-64,0,1
1.131076,1.1361942,-.29550767,1.2279373,1.3937113,0,0,-66,0,1
.44870123,1.0036873,-.29550767,-.27478027,1.3700871,0,0,-11,0,1
1.3638802,1.8724022,-.047952123,1.0705777,1.1408918,0,0,-82,0,1
1.83038,-.52945316,.103893,.23647153,1.0592637,0,1,0,25,1
1.131076,1.4622569,.0053063412,-.53416175,.67762452,0,1,0,68,1
1.131076,-.57424515,.0053063412,.0032347101,1.3951116,0,1,0,70,1
1.131076,.33551803,-.84675348,-.27303162,1.4748406,0,0,-45,0,1
.2294292,-.326529,-.36850739,-1.2674663,.86649054,0,0,-36,0,1
-.68574971,.27827519,-.22754674,-.76824355,1.223834,0,1,0,63,1
.2294292,-.10614269,-.6269474,-1.1377778,.97368413,0,1,0,68,1
-.68574971,-.51502597,-.73073208,-.47932899,1.4394727,0,0,-58,0,1
-.68574971,.25550315,-.73073208,-.58364493,1.4039168,0,0,-35,0,1
-.68574971,.16535965,-.44735283,-.70206273,1.1722442,0,0,-18,0,1
2.7320268,.62399608,-.97828776,-.74510503,.66949308,0,1,0,77,1
.2294292,.87951976,-.6269474,-.47897059,1.4176351,0,0,-15,0,1
-.68574971,-1.4511439,-.44735283,-1.4969076,1.6613618,0,0,-65,0,1
.2294292,-.37906083,-.53306276,-.68572223,-.0096755158,0,0,-81,0,1
-.68574971,.66736436,-.97828776,-1.1717941,.17504998,0,0,-15,0,1
-.68574971,.96673006,-1.3097274,-1.7220122,.4309049,0,0,-3,0,1
-.68574971,-.58293325,-1.5295335,-1.1569746,-.29026529,0,0,-2,0,1
-.68574971,-.26425746,-.73073208,-1.3974001,.27604163,0,1,0,55,1
-.68574971,.4420675,-.36850739,-1.6828364,-.96833313,0,0,-75,0,1
.2294292,.4162837,-.73073208,-.26885161,1.1406147,1,1,0,17,1
.2294292,.34963417,-.73073208,.40928292,.95486474,0,0,-23,0,1
.2294292,1.0130852,.31427255,-.54239762,2.0472515,0,0,-46,0,1
2.7288966,.12300347,-.44735283,.30491969,1.4706635,0,0,-15,0,1
.2294292,.090915471,.4875325,-.2004723,.46465927,0,0,-66,0,1
.2294292,.16657011,-.44735283,.30561766,1.3631645,1,1,0,39,1
-.68574971,.96449566,1.3964534,-.28269878,.71872658,1,1,0,49,1
.2294292,-.082787707,.103893,-.08553265,.83591783,1,1,0,72,1
-.68574971,-1.7701906,-2.2123134,.027830169,1.4407426,0,0,-52,0,1
-.68574971,-.42421201,-.047952123,-1.3397104,.75560337,1,1,0,65,1
.2294292,.47450227,-.97828776,.14953403,2.3098576,1,1,0,72,1
.2294292,-.8433156,-.047952123,-1.0350716,.098226719,1,1,0,60,1
-.68574971,.89794379,-1.1301328,-.3193996,1.3017497,0,0,-63,0,1
.44870123,-.14439677,-.10425569,-.64746535,-.24782416,1,1,0,54,1
.2294292,-.19859001,.42183858,-.38968384,1.0256126,1,1,0,67,1
.2294292,-.46371883,-.22754674,.090575933,.96101195,0,0,-62,0,1
-.68574971,-.18627051,-.53306276,-.90629143,1.6916523,1,1,0,45,1
-.68574971,-.3032012,-.22754674,-1.7144029,-.65128511,0,0,-30,0,1
.2294292,1.3370473,-.6269474,-.20192903,1.3518301,1,1,0,52,1
-.68574971,-.9782306,-.44735283,-.34951875,.35435575,0,0,-6,0,1
-.68574971,-1.7701906,-.22754674,.81503838,.91212076,0,0,-65,0,1
-.68574971,.5428983,-.53306276,1.3718113,1.7147721,0,0,-4,0,1
.2294292,.20544507,.31427255,.75993824,1.6405717,0,0,-1,0,1
.2294292,.48362586,-.73073208,.22823665,1.7987436,1,1,0,31,1
.2294292,.84422034,-.22754674,-.48002404,-.60763764,1,1,0,40,1
.2294292,-.7279712,.35144857,1.2200627,1.0240312,0,0,-21,0,1
.2294292,-.58997703,-.16397354,.95273346,1.4619801,1,1,0,32,1
.2294292,-1.0989721,-1.8129127,1.4724956,1.451839,1,1,0,60,1
.2294292,-.1900062,-.36850739,1.3788259,1.1699591,1,1,0,58,1
.2294292,-.33594367,.73861247,1.6906569,.90185106,0,0,-55,0,1
.2294292,-1.2876816,-.29550767,-1.0650281,-.34929594,0,0,-57,0,1
-.68574971,-.001718762,.57852423,-.96087861,-1.3030927,0,0,-47,0,1
.2294292,-1.7701906,-.10425569,-1.8168433,-.42382172,0,1,0,51,1
-.68574971,-.63284802,.103893,1.3736312,1.4011774,0,0,-61,0,1
-.68574971,-1.5895007,-1.8129127,-.35964215,-.26544827,0,1,0,23,1
.2294292,-.43838996,1.4090016,.68486053,1.1016761,1,1,0,25,1
.2294292,.22934483,-.047952123,1.4654611,.70650274,0,0,-46,0,1
.2294292,.22280504,-.10425569,1.6864843,.82002991,0,0,-42,0,1
.2294292,-1.4874909,1.1703124,.52378947,-.14142716,0,1,0,4,1
-.68574971,.89607483,-.16397354,.83963245,1.5249453,1,1,0,2,1
.2294292,.56023806,-.36850739,.61900765,.81949252,1,1,0,37,1
.2294292,-.9889856,-.73073208,.53254128,-.0095974933,0,0,-23,0,1
.2294292,.022826178,-.73073208,1.9016409,1.5846481,1,1,0,59,1
.2294292,-1.7701906,-.6269474,1.4018303,1.0738231,0,0,-20,0,1
.2294292,1.1652123,.0053063412,1.8016027,1.8657907,0,0,-38,0,1
.2294292,-.28130573,-.29550767,.94367653,1.7625155,1,1,0,38,1
.2294292,.13803212,.055832535,2.0754495,2.1672354,1,1,0,72,1
.2294292,.090915471,-1.8129127,.70923591,1.8313427,0,0,-18,0,1
1.5944458,.16390002,-1.1301328,1.6046114,1.4322239,1,0,-43,0,1
.2294292,-.4140358,-.44735283,1.3884057,1.0261645,0,0,-8,0,1
.2294292,1.2075791,.31427255,.37084231,1.7706454,0,1,0,15,1
.2294292,.89374548,-.84675348,2.0566964,1.6428195,1,1,0,0,1
-.68574971,1.4143686,-.29550767,3.0118055,1.8103689,1,1,0,14,1
-.68574971,.75900477,.055832535,1.475271,2.1483016,0,0,-37,0,1
.2294292,1.7841022,-.97828776,.15156461,1.5124021,1,1,0,26,1
.2294292,-.31367281,-.73073208,.70523155,1.2914774,1,1,0,43,1
1.3638802,-.29267123,-.22754674,1.8164599,1.4144522,1,1,0,7,1
.2294292,.47495309,-.36850739,1.2701576,1.5577533,0,0,-17,0,1
-.68574971,1.2700894,-.84675348,.68361366,1.0156074,1,1,0,9,1
-.68574971,.57058191,.27563861,.70967543,2.4790313,0,0,-48,0,1
.2294292,.19190577,.38727227,-.24479093,.23488577,1,1,0,5,1
.2294292,.075008579,-.16397354,.60312456,2.1192334,0,0,-35,0,1
1.813718,.23407735,-.73073208,-1.1423706,.77358401,0,0,-37,0,1
-.68574971,1.8581842,.27563861,-.36594713,-.41780543,1,1,0,81,1
.2294292,1.6474768,-.6269474,1.6653022,2.2843065,0,0,-3,0,1
.2294292,1.4768454,-.6269474,.010346203,2.2445264,1,1,0,51,1
.2294292,.21739849,-.84675348,.70107126,2.0781085,0,0,-74,0,1
-.68574971,1.7405322,-.6269474,.92473972,2.5125804,1,0,-41,0,1
-.68574971,-1.0161217,-.10425569,-.26572686,-.23211494,1,0,-51,0,1
-.68574971,.09091536,1.2318978,.79184616,1.6978462,1,1,0,9,1
-.68574971,-.72033584,-.53306276,.41506967,1.3683298,1,1,0,73,1
.2294292,-.82785851,-.6269474,.34251717,.79018116,1,1,0,38,1
.2294292,-.97719759,-.97828776,2.4599655,1.3892664,0,0,-74,0,1
.2294292,.6885184,1.0523032,.45808661,1.8413852,1,1,0,24,1
.2294292,-.46415123,-.29550767,1.6818346,.91845292,1,0,-63,0,1
-.68574971,-.13347322,.055832535,1.1359466,1.5739337,1,0,-34,0,1
1.131076,-.26184317,-.97828776,.78430825,.51623291,1,1,0,38,1
.2294292,.77658594,-.6269474,.052409727,1.7122538,0,0,-29,0,1
-.68574971,1.1708165,-.84675348,.92109632,2.2947235,0,0,-18,0,1
-.68574971,-1.0469172,-.53306276,-.46589887,-.062063772,1,1,0,46,1
-.68574971,.23729457,-1.1301328,-1.0633842,.5725255,0,0,-77,0,1
-.68574971,-1.4373099,-1.3097274,.61074203,1.012682,0,0,-49,0,1
.2294292,-1.0975016,.31427255,.37114832,.76172286,0,0,-81,0,1
-.68574971,-.067783572,.63482785,.60716116,.87267905,1,1,0,9,1
.2294292,1.3409119,-.6269474,.62390989,1.9336195,1,1,0,79,1
-.68574971,.91545618,-.84675348,.39121011,1.8782848,0,0,-72,0,1
.2294292,-.25676367,.103893,.19218415,1.5368893,1,1,0,49,1
-.68574971,-.36558223,-.53306276,-.49566969,.4401353,0,1,0,33,1
-.68574971,.73324406,-.6269474,-.16011418,1.3205944,0,0,-9,0,1
-.68574971,.36731738,-.44735283,1.4938738,1.8813864,0,0,-21,0,1
.2294292,.26986799,-.22754674,1.3446592,1.4245626,0,0,-36,0,1
1.813718,1.1807524,-.6269474,-.0052911993,-.37994426,0,0,-35,0,1
-.68574971,1.1302344,-.53306276,.35304374,2.035665,0,0,-4,0,1
-.68574971,1.1668674,-.84675348,1.2037759,1.8797647,1,0,-9,0,1
.2294292,.57480305,.63482785,1.4323508,.81916279,0,0,-45,0,1
.2294292,.28588858,-.22754674,.57531309,1.1422912,1,1,0,10,1
-.68574971,-.46238634,.055832535,.63683033,1.1693867,1,0,-1,0,1
-.68574971,-.78199261,-.36850739,1.4037868,.9222253,0,0,-74,0,1
.2294292,1.4557269,-.22754674,1.3081635,1.2169443,1,1,0,38,1
-.68574971,.61906719,-.44735283,-.41170287,-.010081447,0,0,-18,0,1
-.68574971,.99604368,-.53306276,.032302391,.15228897,0,1,0,20,1
-.68574971,1.0619273,-.36850739,-.47324023,.67843831,0,0,-58,0,1
.2294292,.016471189,-.97828776,-.16181463,1.5274255,1,1,0,12,1
.2294292,-.35070288,-.10425569,.388046,.8002457,1,1,0,76,1
.2294292,-1.0566058,.95841855,1.3925018,.10359653,1,1,0,37,1
.44870123,.20579849,.055832535,-.93093252,1.0101057,1,0,-10,0,1
.44870123,-.87237054,.055832535,-1.5823233,.577425,1,1,0,49,1
-.68574971,.72153819,-.16397354,.058045093,-.27677119,0,0,-81,0,1
-.68574971,-1.2587416,-.73073208,-1.0416753,-1.0202898,0,0,-45,0,1
.2294292,-.82080042,-.36850739,-.52953929,.18890731,1,1,0,66,1
-.68574971,-.11587408,-.22754674,-.60228771,.36011776,1,0,-73,0,1
-.68574971,-.67804456,.055832535,.59735525,.39849338,1,1,0,71,1
.2294292,-.86653215,.103893,.84408712,1.0368937,0,1,0,38,1
-.68574971,-1.3566115,.78667295,1.1440595,.61923099,0,0,-41,0,1
.2294292,1.3643038,-.44735283,-.2542941,1.0351818,0,0,-48,0,1
-.68574971,-.49591976,-.53306276,.04434168,.84420729,1,0,-58,0,1
1.3638802,.83206385,-.36850739,1.0095179,1.6923121,0,0,-35,0,1
1.3638802,1.5236717,.103893,1.1256297,2.1540492,0,0,-5,0,1
1.3638802,.17496534,-.047952123,1.3077091,1.5608684,0,0,-72,0,1
.44870123,-.2449916,-.44735283,1.0487558,.29251105,0,0,-34,0,1
.2294292,1.5898603,-.10425569,-.119394,1.2195655,0,1,0,30,1
.2294292,-.31009629,.0053063412,-.055160098,.73046052,0,1,0,72,1
.2294292,1.7062151,.38727227,-.399813,1.2607428,1,0,-37,0,1
-.68574971,-1.7212141,-.97828776,-.77422988,-.53812516,0,0,-81,0,1
1.3638802,-.85902405,.0053063412,1.8364573,.34751296,0,1,0,18,1
-.68574971,.79990822,.45523322,.95370942,2.9074526,0,0,-25,0,1
